query_id,doc_id,relevance
Q2_2,D874,2.0
Q2_2,D2309,2.0
Q2_2,D10377,2.0
Q2_2,D1165,2.0
Q2_2,D2189,2.0
Q2_2,D10205,2.0
Q3_2,D764,3.0
Q3_2,D752,3.0
Q3_2,D811,2.6
Q3_2,D801,2.0
Q3_2,D14,3.0
Q3_2,D826,3.0
Q3_2,D786,2.0
Q3_2,D747,3.0
Q3_2,D843,2.0
Q3_2,D839,3.0
Q3_2,D864,2.0
Q3_2,D859,2.2
Q3_2,D857,2.0
Q3_2,D867,2.0
Q3_2,D10045,2.0
Q3_2,D10285,2.0
Q3_2,D797,2.0
Q3_2,D7041,2.0
Q3_2,D1117,2.0
Q3_2,D7205,2.0
Q3_2,D2137,1.17
Q3_2,D9045,2.0
Q3_2,D7,2.4
Q3_2,D781,1.8
Q3_2,D774,2.8
Q3_2,D763,2.2
Q3_2,D16,2.0
Q3_2,D780,3.0
Q3_2,D788,2.0
Q3_2,D745,2.0
Q3_2,D731,2.0
Q4_2,D890,2.0
Q4_2,D818,2.0
Q4_2,D6,2.0
Q4_2,D14,2.0
Q4_2,D826,2.0
Q4_2,D829,2.0
Q4_2,D3,2.0
Q4_2,D778,2.0
Q4_2,D861,2.0
Q4_2,D853,2.0
Q4_2,D9,2.0
Q4_2,D843,2.0
Q4_2,D835,2.0
Q4_2,D761,3.0
Q4_2,D5,2.0
Q4_2,D749,2.0
Q4_2,D1073,2.0
Q4_2,D889,1.71
Q4_2,D6369,1.33
Q4_2,D8357,1.33
Q4_2,D3013,1.33
Q4_2,D11,1.8
Q4_2,D888,1.71
Q4_2,D4,1.71
Q4_2,D10021,1.17
Q4_2,D874,2.0
Q4_2,D10297,2.0
Q4_2,D759,2.0
Q4_2,D10221,2.0
Q4_2,D735,2.0
Q5_2,D854,2.0
Q5_2,D10077,1.8
Q5_2,D8105,1.83
Q5_2,D784,1.71
Q5_2,D887,2.0
Q5_2,D762,3.0
Q5_2,D781,2.0
Q6_2,D764,3.0
Q6_2,D6,2.0
Q6_2,D786,2.0
Q6_2,D828,2.0
Q6_2,D759,2.0
Q6_2,D806,3.0
Q6_2,D813,2.0
Q6_2,D8,3.0
Q6_2,D740,3.0
Q6_2,D791,1.2
Q6_2,D784,1.71
Q6_2,D10065,1.5
Q6_2,D783,2.0
Q7_2,D793,2.0
Q7_2,D811,2.0
Q7_2,D738,2.0
Q7_2,D816,2.0
Q7_2,D841,2.0
Q7_2,D771,3.0
Q7_2,D728,2.0
Q7_2,D825,2.0
Q7_2,D800,2.0
Q7_2,D727,2.0
Q7_2,D10189,3.0
Q7_2,D5181,2.0
Q7_2,D1317,1.2
Q7_2,D5261,2.0
Q7_2,D3169,1.2
Q7_2,D10349,1.8
Q7_2,D10241,1.33
Q7_2,D884,2.0
Q7_2,D731,1.4
Q7_2,D809,2.2
Q7_2,D886,2.0
Q7_2,D881,2.43
Q7_2,D832,2.0
Q8_2,D9325,2.0
Q8_2,D9305,2.0
Q8_2,D9297,2.0
Q8_2,D9037,2.0
Q8_2,D9241,3.0
Q8_2,D10129,2.0
Q8_2,D9357,3.0
Q8_2,D9225,3.0
Q8_2,D10245,2.0
Q8_2,D10113,2.0
Q8_2,D5305,2.0
Q8_2,D9301,2.4
Q8_2,D9057,3.0
Q8_2,D9053,3.0
Q8_2,D9205,1.8
Q8_2,D9237,2.0
Q8_2,D9233,3.0
Q8_2,D10013,2.0
Q8_2,D5065,2.0
Q8_2,D10153,1.5
Q8_2,D9373,3.0
Q8_2,D9309,2.83
Q8_2,D9045,2.17
Q8_2,D9317,2.0
Q8_2,D9393,2.83
Q8_2,D8333,2.83
Q8_2,D864,2.0
Q8_2,D3029,2.0
Q8_2,D4161,2.0
Q9_2,D4321,2.0
Q9_2,D4305,2.0
Q9_2,D3373,2.0
Q9_2,D7181,2.0
Q9_2,D4133,2.0
Q9_2,D10105,3.0
Q9_2,D8025,2.0
Q9_2,D4037,3.0
Q9_2,D2229,1.2
Q9_2,D5005,2.0
Q9_2,D10121,3.0
Q9_2,D8285,2.2
Q9_2,D6025,1.8
Q9_2,D10145,2.83
Q9_2,D4273,2.67
Q9_2,D9177,2.0
Q9_2,D10157,2.0
Q9_2,D784,2.0
Q9_2,D10353,2.0
Q9_2,D3193,2.0
Q10_2,D7357,2.0
Q10_2,D4201,2.0
Q10_2,D7393,2.0
Q10_2,D3077,2.0
Q10_2,D4061,3.0
Q10_2,D4169,3.0
Q10_2,D7397,2.0
Q10_2,D3145,2.0
Q10_2,D2037,1.2
Q10_2,D5365,2.0
Q10_2,D808,2.0
Q10_2,D783,2.0
Q10_2,D3201,2.0
Q10_2,D7193,2.0
Q11_2,D7113,2.0
Q11_2,D7269,2.0
Q11_2,D7057,2.0
Q11_2,D7025,2.0
Q11_2,D7121,3.0
Q11_2,D7021,2.0
Q11_2,D7209,2.0
Q11_2,D7237,2.0
Q11_2,D7061,3.0
Q11_2,D4133,2.0
Q11_2,D7073,1.25
Q11_2,D7017,3.0
Q11_2,D4273,3.0
Q12_2,D6385,2.0
Q12_2,D5101,2.0
Q12_2,D6089,2.0
Q12_2,D8233,2.0
Q12_2,D8229,2.0
Q12_2,D5145,2.0
Q12_2,D6257,2.0
Q12_2,D6193,2.0
Q12_2,D1297,2.0
Q12_2,D8269,3.0
Q12_2,D6081,3.0
Q12_2,D3121,1.2
Q12_2,D6357,2.0
Q12_2,D8045,2.6
Q12_2,D6185,1.2
Q12_2,D8205,1.8
Q12_2,D10149,2.0
Q12_2,D10301,1.17
Q12_2,D8145,1.2
Q12_2,D10349,2.0
Q12_2,D7145,1.5
Q12_2,D8161,1.5
Q12_2,D6029,2.67
Q12_2,D8245,1.83
Q12_2,D7033,2.0
Q12_2,D3073,2.0
Q12_2,D7213,2.0
Q13_2,D2281,2.0
Q13_2,D2289,2.0
Q13_2,D2269,2.0
Q13_2,D2301,2.0
Q13_2,D2221,2.0
Q13_2,D2361,2.0
Q13_2,D2181,2.0
Q13_2,D2377,2.0
Q13_2,D2205,2.0
Q13_2,D2045,2.0
Q13_2,D2089,2.0
Q13_2,D2117,3.0
Q13_2,D2017,3.0
Q13_2,D2069,2.0
Q13_2,D2153,2.0
Q13_2,D2225,2.0
Q14_2,D14,2.0
Q14_2,D15,2.0
Q14_2,D5345,2.0
Q14_2,D5209,2.0
Q14_2,D1089,2.0
Q14_2,D1205,3.0
Q14_2,D5245,2.0
Q14_2,D8361,2.0
Q14_2,D5197,2.0
Q14_2,D5301,2.0
Q14_2,D5397,2.0
Q14_2,D1229,2.0
Q14_2,D8281,1.2
Q14_2,D8381,2.0
Q14_2,D8253,2.0
Q14_2,D1013,2.0
Q14_2,D8305,1.83
Q14_2,D777,1.2
Q14_2,D5085,3.0
Q14_2,D5389,2.0
Q14_2,D743,2.0
Q15_2,D848,2.0
Q15_2,D2337,2.0
Q15_2,D5373,2.0
Q15_2,D2201,2.0
Q15_2,D2165,2.0
Q15_2,D2265,2.0
Q15_2,D2001,2.0
Q15_2,D2129,2.0
Q15_2,D2345,2.0
Q15_2,D2053,2.0
Q15_2,D2261,2.8
Q15_2,D2233,2.6
Q15_2,D2305,2.0
Q15_2,D2041,3.0
Q15_2,D2269,2.0
Q15_2,D2301,2.0
Q15_2,D2221,2.0
Q15_2,D2361,2.0
Q15_2,D2133,2.0
Q15_2,D2101,2.0
Q15_2,D2137,2.17
Q15_2,D2329,2.17
Q15_2,D8205,1.2
Q15_2,D2377,2.0
Q15_2,D2309,2.0
Q15_2,D2205,2.0
Q15_2,D2045,2.0
Q15_2,D2089,3.0
Q15_2,D2153,2.67
Q15_2,D10009,2.0
Q15_2,D2285,2.0
Q15_2,D2173,2.0
Q16_2,D770,2.0
Q16_2,D6,2.0
Q16_2,D788,1.2
Q16_2,D10305,1.6
Q16_2,D4025,2.0
Q16_2,D4141,1.2
Q16_2,D7353,2.0
Q16_2,D9021,3.0
Q16_2,D10001,3.0
Q16_2,D10153,2.0
Q16_2,D2137,1.33
Q16_2,D2329,1.33
Q16_2,D10125,1.14
Q16_2,D10145,2.0
Q16_2,D10345,1.5
Q16_2,D10181,1.33
Q16_2,D4,1.71
Q16_2,D9069,1.67
Q16_2,D10397,2.0
Q17_2,D6261,3.0
Q17_2,D6237,3.0
Q17_2,D6177,3.0
Q17_2,D1349,2.8
Q17_2,D6205,3.0
Q17_2,D3385,2.0
Q17_2,D3049,2.0
Q17_2,D7025,2.0
Q17_2,D1025,2.0
Q17_2,D6013,3.0
Q17_2,D6001,3.0
Q17_2,D6121,3.0
Q17_2,D6241,3.0
Q17_2,D6057,3.0
Q17_2,D6169,3.0
Q17_2,D6289,3.0
Q17_2,D6085,2.0
Q17_2,D6381,3.0
Q17_2,D6225,2.0
Q17_2,D8093,1.8
Q17_2,D6049,2.83
Q17_2,D6025,2.0
Q17_2,D6281,3.0
Q18_2,D799,2.0
Q18_2,D10185,2.0
Q18_2,D10321,2.0
Q18_2,D5297,1.8
Q18_2,D8025,2.0
Q18_2,D10353,3.0
Q18_2,D4037,2.0
Q18_2,D2229,1.8
Q18_2,D5005,2.0
Q18_2,D10121,2.0
Q18_2,D6033,1.5
Q18_2,D8285,2.2
Q18_2,D10145,2.83
Q18_2,D5029,1.2
Q18_2,D10181,2.83
Q18_2,D9129,1.57
Q18_2,D10065,1.62
Q18_2,D4273,2.0
Q18_2,D863,2.0
Q19_2,D752,1.2
Q19_2,D14,2.0
Q19_2,D814,2.0
Q19_2,D820,2.0
Q19_2,D745,1.2
Q19_2,D3325,1.2
Q19_2,D7337,2.0
Q19_2,D1249,2.0
Q19_2,D10213,3.0
Q19_2,D5149,2.0
Q19_2,D5169,2.2
Q19_2,D7149,2.0
Q19_2,D10209,1.29
Q19_2,D7217,1.11
Q19_2,D8093,1.2
Q19_2,D7073,1.25
Q19_2,D7049,3.0
Q19_2,D889,1.71
Q19_2,D884,1.71
Q19_2,D780,1.2
Q19_2,D7085,2.29
Q19_2,D881,1.71
Q19_2,D7069,3.0
Q19_2,D8377,2.0
Q19_2,D8153,3.0
Q19_2,D8229,2.0
Q19_2,D5045,2.0
Q19_2,D8353,2.0
Q19_2,D8073,2.0
Q19_2,D8109,2.0
Q20_2,D814,2.0
Q20_2,D820,2.0
Q20_2,D851,2.0
Q20_2,D9189,3.0
Q20_2,D9205,2.2
Q20_2,D9013,2.0
Q20_2,D10209,1.71
Q20_2,D889,1.71
Q20_2,D884,1.86
